image_id,file_name,ann_id,category_name,true_color,wrong_color,seed,num_inference_steps,guidance_scale,crop_pad_px,mask_feather_px,num_seeds_per_image,seed_step,min_change_inside,score,diff_outside,color_shift_inside,change_inside,crop_x1,crop_y1,crop_x2,crop_y2,prompt,color_preserved,ocr_raw,cer,ocr_score
169858,000000169858.jpg,38853,banana,yellow,blue,42092080,4,4.0,64,10,8,97,0.03,0.2072779424488544,0.0120510403066873,0.0950412452220916,0.1026314124464988,189,31,480,640,"Overlay the full text 'blue banana' onto the banana in the image, ensuring the text blends seamlessly into the banana's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
blue
banana",0.0,1.0
99828,000000099828.jpg,39043,table,white,black,42101159,4,4.0,64,10,8,97,0.03,0.2063664682209491,0.0176594946533441,0.0748442411422729,0.0867011025547981,0,201,640,445,"Overlay the full text 'black table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,bla,0.5,0.5
128392,000000128392.jpg,40686,toilet,white,black,42110626,4,4.0,64,10,8,97,0.03,0.188368309289217,0.0132988449186086,0.0802645832300186,0.0920862182974815,0,422,213,640,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
278961,000000278961.jpg,46121,toilet,white,black,42119705,4,4.0,64,10,8,97,0.03,0.1502473168075084,0.0131592154502868,0.0496906042098999,0.0529344864189624,71,97,407,640,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
455946,000000455946.jpg,48859,doughnut,brown,blue,42128978,4,4.0,64,10,8,97,0.03,0.1524438373744487,0.0097811482846736,0.0717911347746849,0.0857208892703056,168,226,564,612,"Overlay the full text 'blue doughnut' onto the doughnut in the image, ensuring the text blends seamlessly into the doughnut's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"blue
Doughnut",0.0,1.0
388298,000000388298.jpg,49932,toilet,white,black,42138057,4,4.0,64,10,8,97,0.03,0.2442672550678253,0.0229774434119462,0.078349195420742,0.0894703939557075,0,117,275,500,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
toilet",0.0,1.0
124215,000000124215.jpg,56353,keyboard,black,white,42147039,4,4.0,64,10,8,97,0.03,0.2437180243432521,0.0311253648251295,0.0448204427957534,0.0550852715969085,0,0,329,375,"Overlay the full text 'white keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"white
keyboard",0.0,1.0
435707,000000435707.jpg,60953,laptop,white,black,42156409,4,4.0,64,10,8,97,0.03,0.1438684985041618,0.0130113614723086,0.0451256893575191,0.0470138937234878,47,29,624,480,"Overlay the full text 'black laptop' onto the laptop in the image, ensuring the text blends seamlessly into the laptop's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black laptop,0.0,1.0
27235,000000027235.jpg,64983,teddy,brown,blue,42165876,4,4.0,64,10,8,97,0.03,0.1055062767118215,0.0109489429742097,0.0351289771497249,0.0480098240077495,0,249,394,632,"Overlay the full text 'blue teddy' onto the teddy in the image, ensuring the text blends seamlessly into the teddy's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blwetely,1.0,0.0
541635,000000541635.jpg,67016,bun,brown,blue,42174761,4,4.0,64,10,8,97,0.03,0.2386883981525898,0.0227187946438789,0.0822193995118141,0.1031728684902191,203,5,419,390,"Overlay the full text 'blue bun' onto the bun in the image, ensuring the text blends seamlessly into the bun's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,BlueBum,1.0,0.0
81943,000000081943.jpg,68225,toilet,white,black,42183840,4,4.0,64,10,8,97,0.03,0.1888429559767246,0.0120642445981502,0.0814168825745582,0.0870847180485725,32,60,454,317,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
570115,000000570115.jpg,68647,cat,black,white,42192822,4,4.0,64,10,8,97,0.03,0.2310843393206596,0.0215791687369346,0.0722845047712326,0.0791019350290298,0,0,365,640,"Overlay the full text 'white cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
white
cat",0.0,1.0
219075,000000219075.jpg,76753,fridge,white,black,42201998,4,4.0,64,10,8,97,0.03,0.1388395838439464,0.0165362730622291,0.0288371369242668,0.0324708968400955,126,83,407,480,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black frig,0.1667,0.8333
554523,000000554523.jpg,78473,fridge,white,black,42211562,4,4.0,64,10,8,97,0.03,0.0914158979430794,0.0082031227648258,0.0302943829447031,0.0335387960076332,93,86,416,602,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Black Fligel,0.25,0.75
159449,000000159449.jpg,80105,fridge,red,blue,42220835,4,4.0,64,10,8,97,0.03,0.1828254219144582,0.0205386579036712,0.0454556681215763,0.05404569581151,39,0,333,500,"Overlay the full text 'blue fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"SMEG
blue fridge
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
BULLET
B",0.0,1.0
463901,000000463901.jpg,81528,umbrella,blue,orange,42229817,4,4.0,64,10,8,97,0.03,0.4670600295066833,0.0588814839720726,0.0874845385551452,0.1049402207136154,0,0,361,352,"Overlay the full text 'orange umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,orange unbreta,0.1875,0.8125
278184,000000278184.jpg,82434,teddy,brown,blue,42239381,4,4.0,64,10,8,97,0.03,0.1798125561326742,0.0251896791160106,0.033787865191698,0.0557951815426349,49,0,500,500,"Overlay the full text 'blue teddy' onto the teddy in the image, ensuring the text blends seamlessly into the teddy's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue teddy,0.0,1.0
516248,000000516248.jpg,84697,keyboard,black,white,42247975,4,4.0,64,10,8,97,0.03,0.2470681276172399,0.0118994368240237,0.1186591312289238,0.1209763213992118,185,139,500,375,"Overlay the full text 'white keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white keyboard,0.0,1.0
399851,000000399851.jpg,84752,fridge,white,black,42257151,4,4.0,64,10,8,97,0.03,0.1528454907238483,0.016600202769041,0.0416899845004081,0.0509806871414184,340,83,480,491,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
black",0.5,0.5
435896,000000435896.jpg,85740,toilet,white,black,42266230,4,4.0,64,10,8,97,0.03,0.1360523924231529,0.0137343043461442,0.0386286564171314,0.0429250746965408,0,0,480,640,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Black toilet,0.0,1.0
504517,000000504517.jpg,90580,cat,orange,blue,42275891,4,4.0,64,10,8,97,0.03,0.1993257906287908,0.0271705258637666,0.0373281650245189,0.0570177771151065,0,0,393,368,"Overlay the full text 'blue cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"blue cat
meeb",0.0,1.0
260525,000000260525.jpg,90826,frisbee,yellow,blue,42285164,4,4.0,64,10,8,97,0.03,0.1354599623009562,0.0185104291886091,0.0272196661680936,0.0436517782509326,54,19,462,435,"Overlay the full text 'blue frisbee' onto the frisbee in the image, ensuring the text blends seamlessly into the frisbee's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blue frisbee,0.0,1.0
85940,000000085940.jpg,91605,tv,black,white,42294146,4,4.0,64,10,8,97,0.03,0.1792563404887914,0.0171597730368375,0.0552562288939952,0.0618428699672222,0,79,276,368,"Overlay the full text 'white tv' onto the tv in the image, ensuring the text blends seamlessly into the tv's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white tv,0.0,1.0
274653,000000274653.jpg,92762,cake,white,black,42303516,4,4.0,64,10,8,97,0.03,0.1163592003285884,0.0133106438443064,0.0328350998461246,0.0455924123525619,30,0,598,480,"Overlay the full text 'black cake' onto the cake in the image, ensuring the text blends seamlessly into the cake's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black cake,0.0,1.0
481753,000000481753.jpg,97991,toilet,white,black,42312401,4,4.0,64,10,8,97,0.03,0.2630776055157184,0.0244006346911191,0.0842314064502716,0.0939047187566757,0,28,468,462,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
billet",0.25,0.75
165133,000000165133.jpg,101498,surfboard,white,black,42321383,4,4.0,64,10,8,97,0.03,0.2176305782049894,0.0136004546657204,0.0940674245357513,0.0991407111287117,130,0,390,612,"Overlay the full text 'black surfboard' onto the surfboard in the image, ensuring the text blends seamlessly into the surfboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
bicalbood",0.7889,0.2111
250210,000000250210.jpg,104334,microwave,white,black,42330656,4,4.0,64,10,8,97,0.03,0.1424228604882955,0.0135873258113861,0.0523888282477855,0.070073164999485,56,50,490,351,"Overlay the full text 'black microwave' onto the microwave in the image, ensuring the text blends seamlessly into the microwave's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black microwave,0.0,1.0
251627,000000251627.jpg,104587,frisbee,red,blue,42340220,4,4.0,64,10,8,97,0.03,0.2266153264790773,0.0288557242602109,0.0412480719387531,0.0496391989290714,428,0,640,191,"Overlay the full text 'blue frisbee' onto the frisbee in the image, ensuring the text blends seamlessly into the frisbee's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
frisbee
blue",0.0,1.0
65661,000000065661.jpg,106375,umbrella,gray,red,42349008,4,4.0,64,10,8,97,0.03,0.2183340806514024,0.0302801262587308,0.0294377468526363,0.0369410440325737,0,106,389,580,"Overlay the full text 'red umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,red unburrella,0.1875,0.8125
448024,000000448024.jpg,114260,cat,orange,blue,42358572,4,4.0,64,10,8,97,0.03,0.387891985476017,0.0466630384325981,0.0908215343952179,0.1191400811076164,121,163,640,480,"Overlay the full text 'blue cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
blue
cat",0.0,1.0
393145,000000393145.jpg,114290,giraffe,brown,blue,42367360,4,4.0,64,10,8,97,0.03,0.2899409346282482,0.0312030091881752,0.077566809952259,0.0911941453814506,0,0,427,427,"Overlay the full text 'blue giraffe' onto the giraffe in the image, ensuring the text blends seamlessly into the giraffe's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blue giraffe,0.0,1.0
470256,000000470256.jpg,115624,dishwasher,white,black,42376633,4,4.0,64,10,8,97,0.03,0.2038602009415626,0.0179162919521331,0.0683962404727935,0.0746281519532203,282,228,515,480,"Overlay the full text 'black dishwasher' onto the dishwasher in the image, ensuring the text blends seamlessly into the dishwasher's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
dualhopper",0.35,0.65
196719,000000196719.jpg,124903,suitcase,brown,blue,42385712,4,4.0,64,10,8,97,0.03,0.1261609066277742,0.0161755084991455,0.025184940546751,0.0338544957339763,0,47,500,375,"Overlay the full text 'blue suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue sutsage,0.1875,0.8125
222343,000000222343.jpg,126618,toilet,white,black,42395276,4,4.0,64,10,8,97,0.03,0.1684373989701271,0.0186308268457651,0.040066011250019,0.0435125902295112,53,322,388,640,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
58927,000000058927.jpg,129465,toilet,white,black,42403870,4,4.0,64,10,8,97,0.03,0.1713842377066612,0.0150975883007049,0.0611023902893066,0.0719572678208351,136,184,495,480,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black toilet
toilet",0.0,1.0
387434,000000387434.jpg,133663,cat,black,white,42413628,4,4.0,64,10,8,97,0.03,0.2563091237097978,0.0285791978240013,0.0591955669224262,0.0631549805402755,148,0,640,416,"Overlay the full text 'white cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white cat,0.0,1.0
226368,000000226368.jpg,136620,suitcase,blue,orange,42422319,4,4.0,64,10,8,97,0.03,0.1598611157387495,0.0144031401723623,0.0528127588331699,0.0585896223783493,25,0,488,333,"Overlay the full text 'orange suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,ORANDASE,0.5625,0.4375
190783,000000190783.jpg,138608,teddy,white,black,42431495,4,4.0,64,10,8,97,0.03,0.2182016111910343,0.0273272115737199,0.0433983877301216,0.0542576275765895,0,0,640,480,"Overlay the full text 'black teddy' onto the teddy in the image, ensuring the text blends seamlessly into the teddy's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black teddy,0.0,1.0
130485,000000130485.jpg,138875,table,brown,blue,42440768,4,4.0,64,10,8,97,0.03,0.2515961639583111,0.0191046707332134,0.0971437469124794,0.1058912277221679,119,348,426,640,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue table,0.0,1.0
574796,000000574796.jpg,140690,orange,orange,blue,42450332,4,4.0,64,10,8,97,0.03,0.2027267999947071,0.0188852380961179,0.0627393573522567,0.0674330219626426,231,15,500,331,"Overlay the full text 'blue orange' onto the orange in the image, ensuring the text blends seamlessly into the orange's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue orange,0.0,1.0
575817,000000575817.jpg,142407,toilet,white,black,42459605,4,4.0,64,10,8,97,0.03,0.1997456233948469,0.0239199791103601,0.0473312847316265,0.0621024630963802,195,0,579,450,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"BLACK
OF
TOILET
TOILET",0.0,1.0
118625,000000118625.jpg,142880,fridge,white,black,42468587,4,4.0,64,10,8,97,0.03,0.1848377212882042,0.0193060785531997,0.0470225736498832,0.0485551841557025,240,0,500,375,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
frige",0.0833,0.9167
459440,000000459440.jpg,143072,keyboard,white,black,42477375,4,4.0,64,10,8,97,0.03,0.1150951609015464,0.0092600034549832,0.0552488006651401,0.0785868614912033,440,36,640,351,"Overlay the full text 'black keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black black keyboard,0.0,1.0
317035,000000317035.jpg,144465,suitcase,red,blue,42487133,4,4.0,64,10,8,97,0.03,0.1310055740177631,0.0154258152469992,0.0326921008527278,0.0432795695960521,103,0,639,427,"Overlay the full text 'blue suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blue Suitlage,0.125,0.875
218844,000000218844.jpg,146355,microwave,white,black,42495824,4,4.0,64,10,8,97,0.03,0.1780384816229343,0.0200618300586938,0.0430889353156089,0.0500548370182514,0,20,376,410,"Overlay the full text 'black microwave' onto the microwave in the image, ensuring the text blends seamlessly into the microwave's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black
microwave",0.0,1.0
43098,000000043098.jpg,146679,suitcase,blue,orange,42505194,4,4.0,64,10,8,97,0.03,0.2378589045256376,0.0292544867843389,0.0532996542751789,0.0709171518683433,31,336,329,612,"Overlay the full text 'orange suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,orange suitcase,0.0,1.0
453162,000000453162.jpg,147513,umbrella,white,black,42514370,4,4.0,64,10,8,97,0.03,0.1114472243934869,0.0127606131136417,0.0288811065256595,0.0373192206025123,203,0,640,461,"Overlay the full text 'black umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black unbrela,0.125,0.875
303706,000000303706.jpg,148422,fridge,white,black,42523643,4,4.0,64,10,8,97,0.03,0.1239186339080333,0.011216071434319,0.0388008840382099,0.0403800047934055,0,116,468,426,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black fridge,0.0,1.0
144635,000000144635.jpg,151306,bed,white,black,42533013,4,4.0,64,10,8,97,0.03,0.1154408529400825,0.0115970391780138,0.0341473072767257,0.0395096503198146,0,80,528,423,"Overlay the full text 'black bed' onto the bed in the image, ensuring the text blends seamlessly into the bed's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black bed,0.0,1.0
417804,000000417804.jpg,152308,keyboard,white,black,42542092,4,4.0,64,10,8,97,0.03,0.1045650616288185,0.0084843011572957,0.0384065620601177,0.04235715046525,0,104,569,427,"Overlay the full text 'black keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black i keyboard,0.0,1.0
527102,000000527102.jpg,159444,umbrella,yellow,blue,42550783,4,4.0,64,10,8,97,0.03,0.2723698280751705,0.0310328770428895,0.0628753304481506,0.0710157603025436,252,0,640,302,"Overlay the full text 'blue umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue unbrrella,0.125,0.875
243857,000000243857.jpg,161927,oven,white,black,42560153,4,4.0,64,10,8,97,0.03,0.1138082249090075,0.0151075990870594,0.0311744082719087,0.0547733902931213,312,133,569,425,"Overlay the full text 'black oven' onto the oven in the image, ensuring the text blends seamlessly into the oven's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"black oven
black oven",0.0,1.0
398158,000000398158.jpg,166014,tv,black,white,42569523,4,4.0,64,10,8,97,0.03,0.2211846280843019,0.0228097550570964,0.0592894442379474,0.0638975128531456,258,121,519,376,"Overlay the full text 'white tv' onto the tv in the image, ensuring the text blends seamlessly into the tv's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white tv,0.0,1.0
306636,000000306636.jpg,172870,frisbee,yellow,blue,42578311,4,4.0,64,10,8,97,0.03,0.2389600872993469,0.0217643361538648,0.0872246101498603,0.1096874549984932,74,259,376,427,"Overlay the full text 'blue frisbee' onto the frisbee in the image, ensuring the text blends seamlessly into the frisbee's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,frisbees,0.9464,0.0536
